Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Malaysia,MYS,10075053650,10840555622,11536630908,12383281584,13046897051,14049533277,15147744694,15732015397,16987114742,17817535563,18884189212,20779153503,22729992899,25389647919,27501726906,27722034465,30927669086,33325509326,35542952797,38865898972,41758231850,44657131817,47311173245,50269176995,54170965010,53615577054,54280729183,57098947793,62773281162,68460289887,74627553680,81751102498,89014784404,97822746879,1.06834E+11,1.17335E+11,1.29072E+11,1.38523E+11,1.28329E+11,1.36205E+11,1.48271E+11,1.49039E+11,1.57074E+11,1.66166E+11,1.77438E+11,1.86899E+11,1.97337E+11,2.09767E+11,2.19902E+11,2.16574E+11,2.32654E+11,2.44971E+11,2.58379E+11,2.70506E+11,2.86755E+11,3.01355E+11,3.14765E+11,3.33061E+11,3.49192E+11,3.64602E+11,3.44706E+11,3.56074E+11,3.86875E+11,NA
Maldives,MDV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1434670116,1547415775,1677366836,1803080163,1914432188,1988057620,1909655897,2048457065,2330120932,2465649311,2188925395,2705638709,2898372920,3158641504,2900967009,3099261779,3364952164,3444491139,3684339549,3971758369,4129505320,4400906161,4711369803,5119751629,5493408293,3685591966,5074588097,5780294642,NA
Mali,MLI,NA,NA,NA,NA,NA,NA,NA,2003673127,2077977545,2082777661,2210596786,2267386930,2399893395,2364972167,2328815855,2599541842,2953688827,3141208110,3095237273,3417008149,3269193848,3318519585,3073664839,3129632396,3120650002,3753724876,3854798456,3849433953,4133896384,4306585280,4198817501,4691977173,4540958264,4685005097,4862095199,4906876185,5253094839,5506768067,5923722243,6261430310,6257621171,7219807987,7444077478,8122906029,8249623254,8788717884,9198464336,9519823432,9974218416,10453611497,11009109646,11362847067,11267770191,11526373211,12342980316,13104764378,13871694399,14607651054,15301000921,16028741130,15830713977,16313964500,16922029961,NA
Malta,MLT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,948894148,972179949.8,1028938995,1071600229,1179150357,1409793120,1649698878,1850700991,2057260656,2273083205,2433329006,2513915073,2571344264,2555597606,2579680815,2646372779,2749189390,2862195217,3103027085,3356826947,3568018054,3791250821,3969095835,4146941072,4381289055,4659172015,4835164585,5089348227,5350207923,5602736393,6705426035,6626657620,6796648861,7073548930,7083470893,7323146770,7506968209,7865403855,8166362456,8073766224,8521346759,8561145757,8913668602,9401545409,10119215994,11091483660,11466536687,12712865431,13655685833,14619603456,13438635855,15091314828,16134998796,NA
Marshall Islands (the),MHL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79611059.35,83457251.44,96399805.01,100126646.4,93861429.14,116897369.8,127843351.6,137801130.1,135470074,139095587.1,139217748.1,149159090.7,158117944.7,167411685.7,181161632.4,162496645.9,152022660,150776995.9,148884529.3,150900543.6,161201143.2,167232406.8,164530138.6,166816749.7,169793913.9,170166806.2,175980179.8,162524251.7,168534754.7,177714445.9,177333842.2,175012775.2,181331522.4,179232487,182997300,186921294.8,193900558.8,204873799.7,226094278.5,219659676.8,222102953.4,220602590.8,NA
Mauritania,MRT,NA,1064724230,1072460606,1051185480,1342268057,1558887712,1562488150,1618224178,1783225478,1805489621,2021894363,2059155580,2044063867,1950348507,2187561811,2075244196,2252596742,2210279602,2199124015,2304462932,2382151222,2464342310,2406678569,2496576245,2416015114,2488368980,2630543917,2680534356,2726650215,2856918258,2806313536,2856492871,2910027139,3080951582,2986651905,3279935161,3470788902,3330406023,3422918201,3548648091,3409611140,3382351510,3429078154,3666653931,3840187786,4169149302,4933487730,4836326501,4820314430,4825032355,4951459277,5158072942,5388639482,5612311840,5852228253,6166863897,6244622452,6636194355,6952885075,7171275534,7145411800,7198481881,7657463959,NA
Mauritius,MUS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2183115628,2326057723,2415164484,2500094365,2248553408,2380821255,2511696807,2521336582,2639798700,2823382853,3098437751,3373921085,3603055765,3763937559,4034441844,4213387344,4487792562,4715865005,4910919919,5121487228,5407667941,5715227834,6062253049,6220534375,6730791856,6956107854,7068443338,7487280095,7811480810,7950333241,8337160252,8814630767,9289471624,9597424761,10017523547,10425991883,10790496900,11153101416,11579927241,12007291046,12471068852,12962177523,13481538349,13871328044,11853530019,12257000316,13345493636,NA
Mexico,MEX,1.52253E+11,1.59865E+11,1.67322E+11,1.80887E+11,2.02422E+11,2.16794E+11,2.3001E+11,2.43477E+11,2.66421E+11,2.75528E+11,2.93445E+11,3.04485E+11,3.29541E+11,3.55447E+11,3.7598E+11,3.97578E+11,4.15141E+11,4.29217E+11,4.67662E+11,5.13016E+11,5.57939E+11,6.11422E+11,6.11119E+11,5.8286E+11,6.03339E+11,6.14918E+11,5.90752E+11,6.02941E+11,6.10287E+11,6.32412E+11,6.65614E+11,6.92078E+11,7.16776E+11,7.37326E+11,7.69725E+11,7.24232E+11,7.69267E+11,8.24645E+11,8.7565E+11,8.99775E+11,9.45027E+11,9.40766E+11,9.38541E+11,9.49668E+11,9.83527E+11,1.00431E+12,1.05257E+12,1.07444E+12,1.08458E+12,1.0163E+12,1.06682E+12,1.10356E+12,1.14278E+12,1.15251E+12,1.18137E+12,1.21329E+12,1.2348E+12,1.25791E+12,1.28272E+12,1.27915E+12,1.16848E+12,1.2367E+12,1.28491E+12,NA
Micronesia (Federated States of),FSM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218165732.3,220783197.6,226410748,234394017.1,243162525.9,261223036.4,271692897.6,293810479.3,292240000.2,312739072.2,302786553.1,284434849.5,292542710,296563529.3,310899125,317638182,319375655.5,324396608.3,314404696.3,320824422.5,320564377.4,314678221.4,307099219.8,310456119,317470533.4,327593318.7,321477741.9,309648107.5,302508316.5,316489900,319338880.1,327904142.7,328598163.6,332458532.3,323256963.9,316713300.7,314095835.4,NA
Moldova (the Republic of),MDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4465702632,4203250596,4272480847,3992966943,3858473655,3939799325,4180127100,4506176999,4803584679,5159049933,5545978685,5812185653,5986551236,6453502241,6066292089,6496998834,6875005021,6834460782,7452560230,7825160358,7798692878,8161021270,8501793857,8848292582,9162611726,8404315966,9575037162,9094802867,NA
Monaco,MCO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1765494600,1857795717,1944151814,2071566810,2164261367,2143210950,2237761461,2317274409,2408889041,2494024116,2536059831,2559451898,2621707737,2653036446,2692421187,2738426579,2805582785,2875289570,3007512679,3132735261,3215547682,3248189614,3292580662,3262489148,3334773663,3405375867,3443200492,3520233452,3643556569,3763813664,3910987404,3996549409,4037573814,4081483913,4182316327,4260763183,4507633844,5158474678,5196627416,4607616461,4702773880,5033019496,5083964623,5570860896,5971240222,6261649891,6447251742,6250989567,6612318444,7080699416,6159422994,7506326878,8339290932,NA
Mongolia,MNG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2484401291,2691653428,2848685511,3017709971,3190107887,3489180327,3609858809,3794249397,3952780564,3826905841,3494212070,3170771528,3070296388,3135828262,3335782059,3410339918,3543231097,3661572769,3773996565,3817248911,3929961222,4115965440,4404273778,4872245747,5225662153,5672782077,6254129712,6810770268,6724368909,7152385862,8389088994,9422609645,10520241545,11349786312,11619892591,11793003948,12457761003,13422599720,14174566537,13528524951,13749955732,14441951079,NA
Montenegro,MNE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2736010100,2870074755,2600287782,2680896704,2710382244,2761986207,2830556913,2955838797,3079410727,3343205923,3570883265,3828799329,3606916694,3705541738,3825173339,3720983620,3853040581,3921767212,4054730078,4174315434,4371195572,4593160023,4779777588,4048142111,4576160080,4869340027,NA
Morocco,MAR,NA,NA,NA,NA,NA,NA,11518527478,12673702326,13927351921,15091980118,15803334621,16687830454,17094552490,17703000749,18693669512,20106578472,22280658838,23630681317,24158274887,25316371178,26238435141,25780985097,28090283844,28479775174,30307717168,32128499366,35107166524,34993066802,39148576061,40262823844,41636515790,44641043474,43704591005,43380918431,47974090255,45380875814,50995795429,50199902853,53833649265,54747239389,56160912156,60497559621,62754238002,66626866132,69672633475,71896757929,77498104933,80164867241,84721870675,87895356583,90971304769,95997146622,98936909179,1.03015E+11,1.05817E+11,1.10414E+11,1.10989E+11,1.16603E+11,1.20178E+11,1.23652E+11,1.14776E+11,1.23982E+11,1.25542E+11,NA
Mozambique,MOZ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2851825334,2994416685,2787801951,2350116988,2197359386,2219332908,2168288339,2487026735,2690962807,2865875512,2894534062,3037102926,2806992351,3114089525,3314642611,3385008954,3747066498,4189780379,4624228448,5170672900,5210292404,5879902616,6448401314,6913827632,7481086790,7953294767,8741520167,9410189984,10057425621,10653727557,11365367724,12176179698,13149604768,14013719723,15093136077,16208985770,16970320250,17418032490,18025040004,18442825714,18217911226,18651029765,19464182833,NA
Myanmar,MMR,2828449679,2841787547,2957927782,3352790285,3155176194,3492548126,3323097420,3126195295,3503193820,3618509892,3798687462,3955571827,4051923283,4012695612,4227068887,4402606765,4670302700,4948292503,5270813154,5544962771,5985151752,6365553310,6722271051,7017452203,7363604035,7573540403,7493461668,7193301185,6376686022,6612323536,6798588278,6754355513,7406889912,7854222379,8441557858,9028081640,9609735242,10152837401,10748424484,11924853515,13564035598,15102739399,16918921355,19261176301,21873889689,24841946849,28090305003,31458735737,34684925159,38344187919,42038435487,44389007199,47643906812,51658382888,55786360664,59687411769,63291300053,67174922733,71386026082,76082591311,69198374500,60883240302,63341396863,NA
Namibia,NAM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3477739161,3511523641,3497544590,3433768600,3425634294,3441535104,3605602363,3733737147,3764097991,3834060338,3912561187,4232045773,4536302039,4464649372,4541882426,4718971067,4869568738,5075069423,5242119678,5418741286,5607973667,5674032720,5945742924,6197830194,6958275951,7134269026,7638888382,8049405616,8262699735,8287154923,8787636884,9235045192,9702493818,10247261643,10871578022,11335161084,11338991739,11222511852,11341464134,11246291706,10335184546,10699464453,11508641306,NA
Nauru,NRU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43280354.7,39885817.07,36491279.45,33945376.23,56009870.78,52615333.16,51766698.75,56858505.19,74679827.71,78074365.33,89955247.02,84863440.58,91652515.83,85712074.99,92501150.23,100138859.9,104382031.9,107776569.5,109473838.3,NA
Nepal,NPL,3312007769,3375209686,3439686993,3504872901,3768875649,3723528952,3985689337,3923054329,3949553912,4125839155,4232120447,4181530386,4311902155,4291354378,4563151185,4629612146,4833247311,4979065099,5198429831,5321574280,5198145995,5631773989,5844619828,5670601775,6219580106,6601767409,6903181039,7020232638,7560566515,7887912427,8253520034,8779116603,9139622829,9491484600,10271305231,10627560511,11193827136,11758960097,12113656132,12648180086,13432367249,14077106389,14094019072,14650033447,15336036389,15869604861,16403555931,16963173130,17998713637,18814609496,19720799103,20395607123,21348110922,22100664531,23429242187,24360801338,24466311310,26662720425,28695053255,30605298857,29880069381,31325711843,33084084558,NA
Netherlands (Kingdom of the),NLD,1.63993E+11,1.64478E+11,1.75734E+11,1.82104E+11,1.97172E+11,2.14214E+11,2.20086E+11,2.31707E+11,2.46573E+11,2.62427E+11,2.7854E+11,2.90565E+11,3.00833E+11,3.17211E+11,3.28119E+11,3.28125E+11,3.42748E+11,3.51386E+11,3.60861E+11,3.68129E+11,3.73069E+11,3.70146E+11,3.65553E+11,3.7312E+11,3.84543E+11,3.94465E+11,4.05459E+11,4.13289E+11,4.27512E+11,4.46408E+11,4.65082E+11,4.76426E+11,4.84555E+11,4.90648E+11,5.05177E+11,5.20918E+11,5.39144E+11,5.62484E+11,5.88717E+11,6.18354E+11,6.44298E+11,6.5929E+11,6.60723E+11,6.61751E+11,6.74886E+11,6.88727E+11,7.12564E+11,7.39448E+11,7.55497E+11,7.27793E+11,7.37566E+11,7.49007E+11,7.41289E+11,7.40324E+11,7.50862E+11,7.65573E+11,7.82352E+11,8.05125E+11,8.24134E+11,8.4025E+11,8.07598E+11,8.57603E+11,8.94728E+11,NA
New Caledonia,NCL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8738203074,NA,NA,NA,NA,NA,NA,NA,NA
New Zealand,NZL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70082953329,70306212451,71847166094,72769864886,76157777507,76865804494,79549593263,83362166007,84708743876,87000659007,87845295071,87534606252,87675899510,87810166844,86852340522,87802360571,93414274307,98196382782,1.02833E+11,1.06551E+11,1.08767E+11,1.09701E+11,1.15598E+11,1.18917E+11,1.22973E+11,1.2877E+11,1.34859E+11,1.40374E+11,1.45081E+11,1.49141E+11,1.53712E+11,1.51851E+11,1.51681E+11,1.53906E+11,1.57325E+11,1.60901E+11,1.6535E+11,1.71651E+11,1.78064E+11,1.84834E+11,1.91348E+11,1.98094E+11,2.02939E+11,2.01612E+11,2.12031E+11,2.18076E+11,NA
Nicaragua,NIC,2980580210,3204056466,3553003794,3939054683,4399864170,4818958088,4978038467,5324983547,5396495948,5733113387,5810729801,6002760271,6136064943,6529817088,7456556487,7445129545,7832980181,8488481603,7823086476,5751627925,6016877606,6339580213,6287826294,6577897028,6474880983,6210585957,6147405097,6103982720,5344047735,5251156624,5248399782,5238465532,5258704162,5238040824,5412872274,5732876301,6096585360,6338415622,6573677420,7036199422,7324795491,7541671216,7598530806,7790069472,8203891253,8555214557,8910529691,9362890704,9684634629,9365665005,9778735917,10396505250,11071860071,11617347617,12173257537,12756685522,13338763848,13956458199,13487151457,13096424914,12865108202,14196247776,14728688610,NA
Niger (the),NER,2602180353,2720485699,3000116630,3282974506,3287276512,3514748217,3501304403,3505606409,3519050223,3325997034,3427632151,3622298371,3435160574,2849548704,3099603386,3013025468,3033459909,3268995364,3709414437,3974526141,3876950088,3870062063,3954215023,3801438868,3162043119,3406093637,3622453381,3625651332,3874775279,3911858659,3860672838,3843705602,3920608632,3933219485,4006172006,4104613432,4108739820,4171499823,4587507438,4577434991,4522117709,4850791324,5089376068,5199846593,5218763717,5601396628,5933618262,6120095512,6593265447,6722664934,7299346342,7471447187,8259606009,8698614859,9276388745,9683867926,10239808437,10752347793,11527744540,12212475571,12646096747,12821067681,14294168692,NA
Nigeria,NGA,65552393151,65678119685,68372888068,74238337576,77913498064,81719554395,78246053144,65927285450,65104275427,80857806917,1.01078E+11,1.15469E+11,1.19354E+11,1.2579E+11,1.39829E+11,1.32519E+11,1.44502E+11,1.53207E+11,1.44376E+11,1.54135E+11,1.60616E+11,1.39531E+11,1.30038E+11,1.15833E+11,1.1454E+11,1.21313E+11,1.21387E+11,1.25272E+11,1.34459E+11,1.3704E+11,1.53179E+11,1.53728E+11,1.60847E+11,1.57574E+11,1.54714E+11,1.54601E+11,1.61088E+11,1.6582E+11,1.701E+11,1.71094E+11,1.79675E+11,1.90308E+11,2.19481E+11,2.35606E+11,2.57401E+11,2.73974E+11,2.90575E+11,3.09728E+11,3.30679E+11,3.57255E+11,3.85856E+11,4.06337E+11,4.23525E+11,4.5178E+11,4.80286E+11,4.93027E+11,4.85055E+11,4.88964E+11,4.98366E+11,5.09372E+11,5.00232E+11,5.18477E+11,5.35336E+11,NA
North Macedonia,MKD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7293742777,6843662858,6394362794,5916750488,5812724182,5747928136,5816047056,5899797048,6099135594,6363778789,6653275728,6449202687,6545532201,6691013308,7003757264,7334620965,7711402290,8210598903,8659882990,8628827363,8918648176,9127334380,9085697011,9351477060,9690853712,10064519963,10351178143,10463154366,10764555646,11185494934,10501962010,11080201767,11318055635,NA
Northern Mariana Islands (the),MNP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1607115152,1612630303,1562993939,1364448485,1270690909,1185757576,1054496970,869187878.8,881321212.1,816242424.2,822860606.1,844921212.1,880218181.8,910000000,1175830303,1448278788,1169212121,1036848485,729103030.3,NA,NA,NA
Norway,NOR,68523641465,72822359398,74871540640,77705460711,81598233090,85911196479,89164235321,94742420328,96883481100,1.01248E+11,1.03622E+11,1.09501E+11,1.15338E+11,1.20566E+11,1.25295E+11,1.315E+11,1.3916E+11,1.4495E+11,1.50559E+11,1.57142E+11,1.64314E+11,1.66941E+11,1.67334E+11,1.73982E+11,1.84512E+11,1.94758E+11,2.02631E+11,2.06184E+11,2.05658E+11,2.07793E+11,2.11808E+11,2.18341E+11,2.26146E+11,2.3258E+11,2.44338E+11,2.54492E+11,2.67287E+11,2.81412E+11,2.88922E+11,2.94909E+11,3.04697E+11,3.10995E+11,3.15279E+11,3.18259E+11,3.31035E+11,3.39924E+11,3.48291E+11,3.58441E+11,3.60168E+11,3.53179E+11,3.55959E+11,3.59895E+11,3.69677E+11,3.73433E+11,3.81082E+11,3.8816E+11,3.92681E+11,4.02355E+11,4.0569E+11,4.10249E+11,4.05006E+11,4.20836E+11,4.33528E+11,NA
Oman,OMN,NA,NA,NA,NA,NA,1595621861,1678665420,2790262281,5075146585,6377742275,7263935715,7329182208,8049290789,6902101209,7695760470,9576104315,11543047912,11659311606,11228671307,11715068326,12422124728,14539734069,16221957659,18925617928,22088390355,25182354730,25686545709,24802727111,26281968614,29371903351,29333594830,31115340233,33733348947,35771841958,37158277767,39015009844,40203383600,42629059778,43755463637,43900511060,46776462903,48873359366,48335309966,47045438182,47653362006,48840036102,51463668568,53755182880,58163149890,61718311709,62776154507,64593279187,70318260490,73994291063,74950483987,78710793238,82682873556,82934277089,84001727416,83053590627,80246616465,82728063878,86294680435,NA
Pakistan,PAK,18921911099,20054831466,20953861209,22774506906,24498481839,27051068282,28617312098,30162822260,32344565831,34126072054,38000562581,38178546784,38489093529,41208064652,42666909142,44463790023,46756427335,48602230016,52513996839,54487701575,60054003904,64810739569,69047733113,73728049698,77462527004,83343570902,87928845525,93602316255,1.0074E+11,1.05736E+11,1.10451E+11,1.16041E+11,1.24983E+11,1.2718E+11,1.31933E+11,1.38481E+11,1.45192E+11,1.46665E+11,1.50405E+11,1.5591E+11,1.62552E+11,1.68488E+11,1.72859E+11,1.82196E+11,1.96464E+11,2.1076E+11,2.23515E+11,2.3345E+11,2.384E+11,2.46678E+11,2.50383E+11,2.57093E+11,2.64877E+11,2.76444E+11,2.87823E+11,2.99964E+11,3.19683E+11,3.33853E+11,3.54391E+11,3.63242E+11,3.58614E+11,3.81974E+11,3.99949E+11,NA
Palau,PLW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224719302.1,239191465.5,247753065.2,239667933.3,251306280.7,261257666.8,260197891.7,265456859.8,250108379.3,233625055.1,234129903.7,249778368,253956154.4,245353872.3,260796115.9,280457700,280223873.4,268794071.4,272583704.6,273124198.6,252504681.5,217855763.6,NA,NA
Panama,PAN,3068858406,3404180130,3684845823,3999487025,4176749504,4559341273,4905003258,5324524811,5696037600,6176862301,6606724114,7242035795,7573924717,7980213534,8175594663,8317925180,8456373831,8548888750,9386050984,9809807822,11093370334,12114715803,12762666100,12189448265,12519718169,13138471894,13607224747,13361062502,11573373212,11754177888,12706147933,13902940741,15043215473,15863934853,16316080332,16601885651,17279193269,18395600278,19746113425,20519609505,21076793606,21197831972,21670363300,22581709542,24280323736,26026389641,28278314074,31667183023,34788191364,35220605844,37273260445,41490217718,45547334554,48691898897,51158836140,54091800000,56771081243,59945236912,62154476547,64194308760,52852244700,61221801991,67839490713,NA
Papua New Guinea,PNG,2618701702,2780566580,2957802655,3078259812,3342075345,3685257013,3899508937,4058236946,4235159448,4585553584,5082756253,5402725547,5707631247,6080297607,6239025757,6184129558,5974583505,6024460261,6539543139,6659373434,6505978016,6488097665,6510997035,6720857086,6697016429,6964909833,7291777026,7493795332,7711807860,7602332587,7373337464,8077262450,9195889414,10869751501,11515643990,11134194181,11995278889,11526936460,11092473175,11298300004,11016425271,11003063602,10985579675,11223318880,11528725111,12260199192,12923469113,13933462679,13892155836,14836880986,16339627662,16520596167,17289980089,17951312547,20382597142,21723437010,22915960976,23725951012,23659695751,24719752005,23936783233,23749997620,24976697195,NA
Paraguay,PRY,2840643135,3036655622,3136873108,3284628970,3422993222,3634122580,3706496252,4045654270,4228804026,4427606506,4673490345,4932315341,5259391844,5643475390,6116484716,6535613449,7027480419,7835224753,8777702779,9818926783,10968933818,11974835381,11807472960,11448216676,11770667083,12303070325,12913897549,13893068568,14714895265,15735403257,16384218445,16956625718,17244282667,18095522438,19057827421,20358106834,20678499693,21555788372,21570454447,21275784845,20783433276,20610088071,20605676606,21495995448,22368177915,22845400902,23943606097,25241738121,26881515166,26811317495,29786095177,31062837785,30842899501,33400724749,35171376859,36211447840,37756961788,39573101424,40841122661,40677000527,40343536419,41964030301,41995687742,NA
Peru,PER,27514598739,29536122814,32500159378,33906847467,36127022964,38157987898,41301794164,42892972386,42958271666,44468022473,45964792098,48074824232,49746643130,52869207462,57831952690,60319225841,61192111990,61405711440,59783063686,62228639707,65927096479,69587396443,69432408996,62205824296,64450388680,65778796308,71979080890,78979871696,71523166042,62717204195,59592279647,60914786738,60585536757,63762386033,71610493994,76917830599,79070739970,84192012967,83862369617,85116037106,87409379265,87949475111,92745825187,96608710265,1.01399E+11,1.07772E+11,1.15886E+11,1.25757E+11,1.37235E+11,1.38739E+11,1.50299E+11,1.59809E+11,1.6962E+11,1.79547E+11,1.83825E+11,1.89803E+11,1.97306E+11,2.02276E+11,2.10305E+11,2.15018E+11,1.91646E+11,2.1736E+11,2.23194E+11,NA
Philippines (the),PHL,31344414579,33129626606,34735185776,37172298522,38437083911,40491580381,42289875659,44498543746,46740451310,48932332360,50739152609,53473489814,56377307517,61328367806,63410224492,66866781058,72736616794,76782933148,80769798291,85289329762,89724981384,92795557537,96227514096,98052903647,91150588922,84899137706,87879678175,91712822478,97854767013,1.03906E+11,1.07109E+11,1.06642E+11,1.07087E+11,1.09424E+11,1.14209E+11,1.19492E+11,1.26494E+11,1.33055E+11,1.32371E+11,1.36801E+11,1.42796E+11,1.4715E+11,1.52619E+11,1.60382E+11,1.70918E+11,1.79366E+11,1.88902E+11,2.01217E+11,2.09958E+11,2.12999E+11,2.28622E+11,2.37443E+11,2.53819E+11,2.70953E+11,2.88153E+11,3.06446E+11,3.28355E+11,3.51113E+11,3.73379E+11,3.96224E+11,3.58511E+11,3.78999E+11,4.0769E+11,NA
Poland,POL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94797E+11,1.81131E+11,1.85687E+11,1.92628E+11,2.02824E+11,2.1723E+11,2.30515E+11,2.45381E+11,2.56767E+11,2.6872E+11,2.80976E+11,2.84512E+11,2.90305E+11,3.00461E+11,3.15432E+11,3.26494E+11,3.46511E+11,3.70981E+11,3.86562E+11,3.9751E+11,4.09175E+11,4.29807E+11,4.36448E+11,4.40186E+11,4.57076E+11,4.77111E+11,4.91203E+11,5.16451E+11,5.47155E+11,5.71503E+11,5.59958E+11,5.98791E+11,6.3029E+11,NA
Portugal,PRT,34854622962,36783792699,39216837455,41520317666,44140560027,47437413392,49371868148,53096720115,57809324411,59035310550,66481201352,70890003936,76572330934,85148946573,86122079249,82377809425,88062068086,92995831146,95614562275,1.01006E+11,1.05642E+11,1.07351E+11,1.09643E+11,1.09454E+11,1.07396E+11,1.10411E+11,1.14983E+11,1.22321E+11,1.31481E+11,1.3995E+11,1.45478E+11,1.51833E+11,1.53487E+11,1.50351E+11,1.51802E+11,1.58303E+11,1.6385E+11,1.71061E+11,1.79286E+11,1.8629E+11,1.93399E+11,1.97158E+11,1.98678E+11,1.96829E+11,2.0035E+11,2.01916E+11,2.05198E+11,2.10341E+11,2.11013E+11,2.04425E+11,2.07977E+11,2.04449E+11,1.96154E+11,1.94344E+11,1.95884E+11,1.99394E+11,2.03421E+11,2.10553E+11,2.16553E+11,2.22362E+11,2.03905E+11,2.15604E+11,2.30324E+11,NA
Puerto Rico,PRI,14872889486,15920199467,17245287424,18737185346,20060203710,21906713861,23549530842,25015070745,26310960124,28777674213,31194399680,33180063150,35560259857,37816521309,38919772368,38665016231,41078907147,43523382377,46540399839,50220267663,52351347298,52952313137,52128034551,50907209205,53925338059,55595644477,58362843988,61729795818,65364676285,68198203887,66261006131,67787918917,70881794660,74173918752,77278808293,80794212091,82663553842,86697607360,91492614135,96423791493,99578743748,1.05866E+11,1.06836E+11,1.06893E+11,1.16245E+11,1.13935E+11,1.12329E+11,1.11023E+11,1.08976E+11,1.06848E+11,1.06406E+11,1.06025E+11,1.06056E+11,1.0573E+11,1.04472E+11,1.03376E+11,1.0207E+11,99124174302,94801759550,96389748847,92338674007,92738174467,95855079059,NA
Qatar,QAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33690629183,35003952797,37517989781,38913643497,46392423696,49868495958,62919203862,74235635940,87348289336,97792140945,1.16952E+11,1.32594E+11,1.38866E+11,1.46582E+11,1.54401E+11,1.6174E+11,1.66696E+11,1.642E+11,1.66227E+11,1.67371E+11,1.61417E+11,1.64043E+11,1.70947E+11,NA
